Track,Name,Theme,Type,Title,Paper,Slide,Video,Organization,Country
ADS,,Miscellaneous,,Contextual Self-Attentive Temporal Point Process for Physical Decommissioning Prediction of Cloud Assets,,,,,
ADS,,Reinforcement Learning,,Efficient Continuous Space Policy Optimization for High-frequency Trading,,,,,
ADS,,Reinforcement Learning,,Select and Trade: Towards Unified Pair Trading with Hierarchical Reinforcement Learning,,,,,
ADS,,Reinforcement Learning,,Experimentation Platforms Meet Reinforcement Learning: Bayesian Sequential Decision-Making for Continuous Monitoring,,,,,
ADS,,Reinforcement Learning,,Root Cause Analysis for Microservice Systems via Hierarchical Reinforcement Learning from Human Feedback,,,,,
ADS,,Reinforcement Learning,,Deep Offline Reinforcement Learning for Real-World Treatment Optimization Applications,,,,,
ADS,,Reinforcement Learning,,DRL4Route: A Deep Reinforcement Learning Framework for Pick-Up and Delivery Route Prediction,,,,,
ADS,,Reinforcement Learning,,A Predict-Then-Optimize Couriers Allocation Framework for Emergency Last-Mile Logistics,,,,,
ADS,,Transportation II,,SAInf: Stay Area Inference of Vehicles using Surveillance Camera Records,,,,,
ADS,,Transportation II,,Uncertainty-Aware Probabilistic Travel Time Prediction for On-Demand Ride-Hailing at DiDi,,,,,
ADS,,Transportation II,,QTNet: Theory-Based Queue Length Prediction for Urban Traffic,,,,,
ADS,,Transportation II,,iETA: A Robust and Scalable Incremental Learning Framework for Time-of-Arrival Estimation,,,,,
ADS,,Transportation II,,A Preference-Aware Meta-Optimization Framework for Personalized Vehicle Energy Consumption Estimation,,,,,
ADS,,Transportation II,,Deep Transfer Learning for City-Scale Cellular Traffic Generation through Urban Knowledge Graph,,,,,
ADS,,Transportation II,,Practical Synthetic Human Trajectories Generation Based on Variational Point Processes,,,,,
Research,,Anomaly Detection,,Anomaly Detection with Score Distribution Discrimination,,,,,
Research,,Anomaly Detection,,Data-Efficient and Interpretable Tabular Anomaly Detection,,,,,
Research,,Anomaly Detection,,DCdetector: Dual Attention Contrastive Representation Learning for Time Series Anomaly Detection,,,,,
Research,,Anomaly Detection,,Deep Weakly-Supervised Anomaly Detection,,,,,
Research,,Anomaly Detection,,Learning from Positive and Unlabeled Multi-Instance Bags in Anomaly Detection,,,,,
Research,,Anomaly Detection,,Precursor-of-Anomaly Detection for Irregular Time Series,,,,,
Research,,NLP I,,MSSRNet: Manipulating Sequential Style Representation for Unsupervised Text Style Transfer,,,,,
Research,,NLP I,,CLUR: Uncertainty Estimation for Few-Shot Text Classification with Contrastive Learning,,,,,
Research,,NLP I,,MetricPrompt: Prompting Model as a Relevance Metric for Few-Shot Text Classification,,,,,
Research,,NLP I,,Neural-Hidden-CRF: A Robust Weakly-Supervised Sequence Labeler,,,,,
Research,,NLP I,,A Sequence-to-Sequence Approach with Mixed Pointers to Topic Segmentation and Segment Labeling,,,,,
Research,,NLP I,,Open-Set Semi-Supervised Text Classification with Latent Outlier Softening,,,,,
Research,,Efficient ML,,Constraint-Aware and Ranking-Distilled Token Pruning for Efficient Transformer Inference,,,,,
Research,,Efficient ML,,COMET: Learning Cardinality Constrained Mixture of Experts with Trees and Local Search,,,,,
Research,,Efficient ML,,Kernel Ridge Regression-Based Graph Dataset Distillation,,,,,
Research,,Efficient ML,,Efficient Coreset Selection with Cluster-Based Methods,,,,,
Research,,Efficient ML,,The Information Pathways Hypothesis: Transformers are Dynamic Self-Ensembles,,,,,
Research,,Ranking,,Off-Policy Evaluation of Ranking Policies under Diverse User Behavior,https://arxiv.org/pdf/2306.15098.pdf,,https://www.youtube.com/watch?v=9sZA-PGOOyk,Yahoo Japan Corporation,Japan
Research,,Ranking,,Generative Flow Network for Listwise Recommendation,https://arxiv.org/pdf/2306.02239.pdf,,,Kuaishou,China
Research,,Ranking,,Rank-heterogeneous Preference Models for School Choice,,,,,
Research,,Ranking,,Querywise Fair Learning to Rank through Multi-Objective Optimization,https://assets.amazon.science/51/af/6aaba7a748c5a34511500840302e/querywise-fair-learning-to-rank-through-multi-objective-optimization.pdf,,https://www.youtube.com/watch?v=glbK0YzAvek,Amazon,USA
Research,,Ranking,,PSLOG: Pretraining with Search Logs for Document Ranking,https://dl.acm.org/doi/pdf/10.1145/3580305.3599477,,https://www.youtube.com/watch?v=useEOktyE9E,,China
Research,,Graph Mining I,,Reducing Exposure to Harmful Content via Graph Rewiring,,,,,
Research,,Graph Mining I,,Efficient Approximation Algorithms for Spanning Centrality,,,,,
Research,,Graph Mining I,,A Higher-Order Temporal H-Index for Evolving Networks,,,,,
Research,,Graph Mining I,,Quantifying Node Importance over Network Structural Stability,,,,,
Research,,Graph Mining I,,Efficient Centrality Maximization with Rademacher Averages,,,,,
Research,,Graph Mining I,,Accelerating Personalized PageRank Vector Computation,https://arxiv.org/pdf/2306.02102.pdf,,https://www.youtube.com/watch?v=Z7SAQBepByE,,
Research,,Social Computing,,Community-based Dynamic Graph Learning for Popularity Prediction,,,,,
Research,,Social Computing,,"Fair Allocation Over Time, with Applications to Content Moderation",,,,,
Research,,Social Computing,,A Sublinear Time Algorithm for Opinion Optimization in Directed Social Networks via Edge Recommendation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599247,,,,
Research,,Social Computing,,Planning to Fairly Allocate: Probabilistic Fairness in the Restless Bandit Setting,,,,,
Research,,Social Computing,,How Transitive Are Real-World Group Interactions? Measurement and Reproduction,,,,,
Research,,Social Computing,,Predicting Information Pathways Across Online Communities,,,,,
Research,,AutoML,,Test Accuracy vs. Generalization Gap: Model Selection in NLP without Accessing Training or Testing Data,,,,,
Research,,AutoML,,Deep Pipeline Embeddings for AutoML,,,,,
Research,,AutoML,,Dependence and Model Selection in LLP: The Problem of Variants,,,,,
Research,,AutoML,,Rapid Image Labeling via Neuro-Symbolic Learning,,,,,
Research,,AutoML,,Efficient and Joint Hyperparameter and Architecture Search for Collaborative Filtering,,,,,
Research,,NLP II,,CFGL-LCR: A Counterfactual Graph Learning framework for Legal Case Retrieval,,,,,
Research,,NLP II,,Dense Representation Learning and Retrieval for Tabular Data Prediction,,,,,
Research,,NLP II,,LEA: Improving Sentence Similarity Robustness to Typos Using Lexical Attention Bias,,,,,
Research,,NLP II,,LightToken: A Task and Model-Agnostic Lightweight Token Embedding Framework for Pre-trained Language Models,,,,,
Research,,NLP II,,DyGen: Learning from Noisy Labels via Dynamics-Enhanced Generative Modeling,,,,,
Research,,NLP II,,GetPt: Graph-enhanced General Table Pre-training with Alternate Attention Network,,,,,
Research,,Explainable AI,,Empower Post-hoc Graph Explanations with Information Bottleneck: A Pre-training and Fine-tuning Perspective,,,,,
Research,,Explainable AI,,MixupExplainer: Generalizing Explanations for Graph Neural Networks with Data Augmentation,,,,,
Research,,Explainable AI,,CounterNet: End-to-End Training of Prediction Aware Counterfactual Explanations,,,,,
Research,,Explainable AI,,Fire: An Optimization Approach for Fast Interpretable Rule Extraction,,,,,
Research,,Explainable AI,,ESSA: Explanation Iterative Supervision via Saliency-Guided Data Augmentation,,,,,
Research,,Explainable AI,,A Causality Inspired Framework for Model Interpretation,,,,,
Research,,Graph Representation Learning,,Pyramid Graph Neural Network: A Graph Sampling and Filtering Approach for Multi-Scale Disentangled Representations,,,,,
Research,,Graph Representation Learning,,What’s Behind the Mask: Understanding Masked Graph Modeling for Graph Autoencoders,,,,,
Research,,Graph Representation Learning,,Efficient and Effective Edge-Wise Graph Representation Learning,,,,,
Research,,Graph Representation Learning,,Towards Graph-Level Anomaly Detection via Deep Evolutionary Mapping,,,,,
Research,,Graph Representation Learning,,VQNE: Variational Quantum Network Embedding with Application to Network Alignment,,,,,
Research,,Graph Representation Learning,,CARL-G: Clustering-Accelerated Representation Learning on Graphs,,,,,
Research,,Graph Mining II,,Optimal Dynamic Subset Sampling: Theory and Applications,,,,,
Research,,Graph Mining II,,Capacity Constrained Influence Maximization in Social Networks,,,,,
Research,,Graph Mining II,,"On Improving the Cohesiveness of Graphs by Merging Nodes: Formulation, Analysis, and Algorithms",,,,,
Research,,Graph Mining II,,Densest Diverse Subgraphs: How to Plan a Successful Cocktail Party with Diversity,,,,,
Research,,Graph Mining II,,Minimizing Hitting Time between Disparate Groups with Shortcut Edges,,,,,
Research,,Graph Mining II,,Sequential Learning Algorithms for Contextual Model-Free Influence Maximization,,,,,
Research,,Spatiotemporal Data,,Maintaining the Status Quo: Capturing Invariant Relations for OOD Spatiotemporal Learning,,,,,
Research,,Spatiotemporal Data,,Generalizable Low-Resource Activity Recognition with Diverse and Discriminative Representation Learning,,,,,
Research,,Spatiotemporal Data,,Localised Adaptive Spatial-Temporal Graph Neural Network,,,,,
Research,,Spatiotemporal Data,,Spatio-Temporal Diffusion Point Processes,,,,,
Research,,Spatiotemporal Data,,ST-iFGSM: Enhancing Robustness of Human Mobility Signature Identification Model via Spatial-Temporal Iterative FGSM,,,,,
Research,,Spatiotemporal Data,,On Hierarchical Disentanglement of Interactive Behaviors for Multimodal Spatiotemporal Data with Incompleteness,,,,,
Research,,Weakly-Supervised Learning,,Complementary Classifier Induced Partial Label Learning,,,,,
Research,,Weakly-Supervised Learning,,Deep Encoders with Auxiliary Parameters for Extreme Classification,,,,,
Research,,Weakly-Supervised Learning,,Semantic Dissimilarity Guided Locality Preserving Projections for Partial Label Dimensionality Reduction,,,,,
Research,,Weakly-Supervised Learning,,To Aggregate or Not? Learning with Separate Noisy Labels,,,,,
Research,,Weakly-Supervised Learning,,Partial-label Learning with Mixed Closed-Set and Open-Set Out-of-Candidate Examples,,,,,
Research,,Weakly-Supervised Learning,,Local Boosting for Weakly-Supervised Learning,,,,,
Research,,ML for System,,One for All: Unified Workload Prediction for Dynamic Multi-Tenant Edge Cloud Platforms,,,,,
Research,,ML for System,,GAL-VNE: Solving the VNE Problem with Global Reinforcement Learning and Local One-Shot Neural Prediction,,,,,
Research,,ML for System,,Learning Autoregressive Model in LSM-Tree based Store,,,,,
Research,,ML for System,,PERT-GNN: Latency Prediction for Microservice-Based Cloud-Native Applications via Graph Neural Networks,,,,,
Research,,ML for System,,IPOC: An Adaptive Interval Prediction Model based on Online Chasing and Conformal Inference for Large-Scale Systems,,,,,
Research,,ML for System,,A Dual-Agent Scheduler for Distributed Deep Learning Jobs on Public Cloud via Reinforcement Learning,,,,,
Research,,Causal Inference,,Treatment Effect Estimation with Adjustment Feature Selection,,,,,
Research,,Causal Inference,,Specify Robust Causal Representation from Mixed Observations,,,,,
Research,,Causal Inference,,CF-GODE: Continuous-Time Causal Inference for Multi-Agent Dynamical Systems,,,,,
Research,,Causal Inference,,Detecting Interference in Online Controlled Experiments with Increasing Allocation,,,,,
Research,,Causal Inference,,Causal Effect Estimation on Hierarchical Spatial Graph Data,,,,,
Research,,Optimization,,Communication Efficient Distributed Newton Method with Fast Convergence Rates,,,,,
Research,,Optimization,,Decoupled Rationalization with Asymmetric Learning Rates: A Flexible Lipschitz Restraint,,,,,
Research,,Optimization,,Sharpness-Aware Minimization Revisited: Weighted Sharpness as a Regularization Term,,,,,
Research,,Optimization,,Fragility Index: A New Approach for Binary Classification,,,,,
Research,,Optimization,,Approximation Algorithms for Size-Constrained Non-Monotone Submodular Maximization in Deterministic Linear Time,,,,,
Research,,Optimization,,Efficient Sparse Linear Bandits under High Dimensional Data,,,,,
Research,,Expressiveness of Graph Neural Network,,Improving the Expressiveness of K-hop Message-Passing GNNs by Injecting Contextualized Substructure Information,,,,,
Research,,Expressiveness of Graph Neural Network,,A Message Passing Neural Network Space for Better Capturing Data-dependent Receptive Fields,,,,,
Research,,Expressiveness of Graph Neural Network,,On Structural Expressive Power of Graph Transformers,,,,,
Research,,Expressiveness of Graph Neural Network,,MGNN: Graph Neural Networks Inspired by Distance Geometry Problem,,,,,
Research,,Expressiveness of Graph Neural Network,,Improving Expressivity of GNNs with Subgraph-specific Factor Embedded Normalization,,,,,
Research,,Recommendation Systems,,Text Is All You Need: Learning Language Representations for Sequential Recommendation,https://arxiv.org/pdf/2305.13731.pdf,,https://www.youtube.com/watch?v=86bobo4PC6Q,Amazon,USA
Research,,Recommendation Systems,,MAP: A Model-agnostic Pretraining Framework for Click-Through Rate Prediction,https://arxiv.org/pdf/2308.01737.pdf,,https://www.youtube.com/watch?v=17Ly42c17Fo,Huawei Noah’s Ark Lab,China
Research,,Recommendation Systems,,Cognitive Evolutionary Search to Select Feature Interactions for Click-Through Rate Prediction,https://dl.acm.org/doi/pdf/10.1145/3580305.3599277,,,,China
Research,,Recommendation Systems,,PrefRec: Recommender Systems with Human Preferences for Reinforcing Long-Term User Engagement,https://arxiv.org/pdf/2212.02779,,https://www.youtube.com/watch?v=9AdmwNf28aM,Kuaishou,China
Research,,Recommendation Systems,,Efficient Bi-Level Optimization for Recommendation Denoising,https://arxiv.org/pdf/2210.10321.pdf,,https://www.youtube.com/watch?v=UKdtKLBL9s0,,China
Research,,Recommendation Systems,,Adaptive Disentangled Transformer for Sequential Recommendation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599253,,https://www.youtube.com/watch?v=QshLvKZQAtE,Tsinghua University,China
Research,,Graph Neural Networks,,Learning Strong Graph Neural Networks with Weak Information,,,,,
Research,,Graph Neural Networks,,Clenshaw Graph Neural Networks,,,,,
Research,,Graph Neural Networks,Best Paper Award,All in One: Multi-Task Prompting for Graph Neural Networks,,,,,
Research,,Graph Neural Networks,,Certified Edge Unlearning for Graph Neural Networks,,,,,
Research,,Graph Neural Networks,,Augmenting Recurrent Graph Neural Networks with a Cache,,,,,
Research,,Graph Neural Networks,,Narrow the Input Mismatch in Deep Graph Neural Network Distillation,,,,,
Research,,Streaming Data,,Finding Favourite Tuples on Data Streams with Provably Few Comparisons,,,,,
Research,,Streaming Data,,SketchPolymer: Estimate Per-Item Tail Quantile Using One Sketch,,,,,
Research,,Streaming Data,,Hyper-USS: Answering Subset Query Over Multi-Attribute Data Stream,,,,,
Research,,Streaming Data,,Fast and Accurate Dual-Way Streaming PARAFAC2 for Irregular Tensors – Algorithm and Application,,,,,
Research,,Streaming Data,,MicroscopeSketch: Accurate Sliding Estimation Using Adaptive Zooming,,,,,
Research,,Streaming Data,,Sketch-Based Anomaly Detection in Streaming Graphs,,,,,
Research,,Knowledge and Reasoning II,,Guiding Mathematical Reasoning via Mastering Commonsense Formula Knowledge,,,,,
Research,,Knowledge and Reasoning II,,Knowledge Graph Reasoning over Entities and Numerical Values,,,,,
Research,,Knowledge and Reasoning II,,Exploiting Relation-Aware Attribute Representation Learning in Knowledge Graph Embedding for Numerical Reasoning,,,,,
Research,,Knowledge and Reasoning II,,AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning,,,,,
Research,,Knowledge and Reasoning II,,Context-Aware Event Forecasting via Graph Disentanglement,,,,,
Research,,Knowledge and Reasoning II,,Representation Learning on Hyper-Relational and Numeric Knowledge Graphs with Transformers,,,,,
Research,,Causal Structure Learning,,GraphGLOW: Universal and Generalizable Structure Learning for Graph Neural Networks,,,,,
Research,,Causal Structure Learning,,Generative Causal Interpretation Model for Spatio-Temporal Representation Learning,,,,,
Research,,Causal Structure Learning,,MM-DAG: Multi-task DAG Learning for Multi-Modal Data with Application for Traffic Congestion Analysis,,,,,
Research,,Causal Structure Learning,,Deception by Omission: Using Adversarial Missingness to Poison Causal Structure Learning,,,,,
Research,,Causal Structure Learning,,Discovering Dynamic Causal Space for DAG Structure Learning,,,,,
Research,,Node Classification I,,Node Classification Beyond Homophily: Towards a General Solution,,,,,
Research,,Node Classification I,,Grace: Graph Self-Distillation and Completion to Mitigate Degree-Relatednesses,,,,,
Research,,Node Classification I,,GraphSHA: Synthesizing Harder Samples for Class-Imbalanced Node Classification,,,,,
Research,,Node Classification I,,Classification of Edge-Dependent Labels of Nodes in Hypergraphs,,,,,
Research,,Node Classification I,,Enhancing Graph Representations Learning with Decorrelated Propagation,,,,,
Research,,Node Classification I,,HGCN: Tree-Likeness Modeling via Continuous and Discrete Curvature Learning,,,,,
Research,,Fairness,,Path-Specific Counterfactual Fairness for Recommender Systems,,,,,
Research,,Fairness,,"SURE: Robust, Explainable, and Fair Classification without Sensitive Attributes",,,,,
Research,,Fairness,,Learning for Counterfactual Fairness from Observational Data,,,,,
Research,,Fairness,,Online Fairness Auditing through Iterative Refinement,,,,,
Research,,Fairness,,Towards Fair Disentangled Online Learning for Changing Environments,,,,,
Research,,Recommendation with Graph,,Meta Graph Learning for Long-Tail Recommendation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599428,,https://www.youtube.com/watch?v=354oHUuI_O0,Alibaba Group,China
Research,,Recommendation with Graph,,Graph Neural Bandits,https://arxiv.org/pdf/2207.06456.pdf,,,ETH Zurich,Switzerland
Research,,Recommendation with Graph,,E-commerce Search via Content Collaborative Graph Neural Network,https://dl.acm.org/doi/pdf/10.1145/3580305.3599320,,https://www.youtube.com/watch?v=AttOef4lecg,Alibaba Group,China
Research,,Recommendation with Graph,,Criteria Tell You More than Ratings: Criteria Preference-Aware Light Graph Convolution for Effective Multi-Criteria Recommendation,https://arxiv.org/pdf/2305.18885.pdf,,,Yonsei University,Korea
Research,,Recommendation with Graph,,Knowledge Graph Self-Supervised Rationalization for Recommendation,https://arxiv.org/pdf/2307.02759.pdf,,https://www.youtube.com/watch?v=HVLc3Rij8U8,,China
Research,,Recommendation with Graph,,On Manipulating Signals of User-Item Graph: A Jacobi Polynomial-based Graph Collaborative Filtering,https://arxiv.org/pdf/2306.03624.pdf,,,Microsoft Research Asia,China
Research,,KDD for Security,,Towards Understanding and Enhancing Robustness of Deep Learning Models against Malicious Unlearning Attacks,,,,,
Research,,KDD for Security,,Incremental Causal Graph Learning for Online Root Cause Analysis,,,,,
Research,,KDD for Security,,Cracking White-Box DNN Watermarks via Invariant Neuron Transforms,,,,,
Research,,KDD for Security,,Machine Unlearning in Gradient Boosting Decision Trees,,,,,
Research,,KDD for Security,,3D-IDS: Doubly Disentangled Dynamic Intrusion Detection,,,,,
Research,,Time Series I,,Transferable Graph Structure Learning for Graph-Based Traffic Forecasting Across Cities,,,,,
Research,,Time Series I,,TSMixer: Lightweight MLP-Mixer Model for Multivariate Time Series Forecasting,,,,,
Research,,Time Series I,,Hierarchical Proxy Modeling for Improved HPO in Time Series Forecasting,,,,,
Research,,Time Series I,,FLAMES2Graph: An Interpretable Federated Multivariate Time Series Classification Framework,,,,,
Research,,Time Series I,,When Rigidity Hurts: Soft Consistency Regularization for Probabilistic Hierarchical Time Series Forecasting,,,,,
Research,,Time Series I,,Warpformer: A Multi-Scale Modeling Approach for Irregular Clinical Time Series,,,,,
Research,,Knowledge and Reasoning II,,CampER: An Effective Framework for Privacy-Aware Deep Entity Resolution,,,,,
Research,,Knowledge and Reasoning II,,Joint Pre-training and Local Re-training: Transferable Representation Learning on Multi-Source Knowledge Graphs,,,,,
Research,,Knowledge and Reasoning II,,Recognizing Unseen Objects via Multimodal Intensive Knowledge Graph Propagation,,,,,
Research,,Knowledge and Reasoning II,,Few-Shot Low-Resource Knowledge Graph Completion with Multi-view Task Representation Generation,,,,,
Research,,Knowledge and Reasoning II,,Multi-Grained Multimodal Interaction Network for Entity Linking,,,,,
Research,,Clustering,,Prescriptive PCA: Dimensionality Reduction for Two-Stage Stochastic Optimization,,,,,
Research,,Clustering,,Online Level-Wise Hierarchical Clustering,,,,,
Research,,Clustering,,"Connecting the Dots: Density-Connectivity Distance unifies DBSCAN, k-Center and Spectral Clustering",,,,,
Research,,Clustering,,Spatial Clustering Regression of Count Value Data via Bayesian Mixture of Finite Mixtures,,,,,
Research,,Clustering,,Hyperbolic Graph Topic Modeling Network with Continuously Updated Topic Tree,,,,,
Research,,Node Classification II,,PROSE: Graph Structure Learning via Progressive Strategy,,,,,
Research,,Node Classification II,,Contrastive Meta-Learning for Few-Shot Node Classification,,,,,
Research,,Node Classification II,,"Less is More: SlimG for Accurate, Robust, and Interpretable Graph Mining",,,,,
Research,,Node Classification II,,Virtual Node Tuning for Few-Shot Node Classification,,,,,
Research,,Node Classification II,,Task-Equivariant Graph Few-Shot Learning,,,,,
Research,,Federated Learning & Distributed Learning I,,FedAPEN: Personalized Cross-silo Federated Learning with Adaptability to Statistical Heterogeneity,,,,,
Research,,Federated Learning & Distributed Learning I,,DM-PFL: Hitchhiking Generic Federated Learning for Efficient Shift-Robust Personalization,,,,,
Research,,Federated Learning & Distributed Learning I,,FedCP: Separating Feature Information for Personalized Federated Learning via Conditional Policy,,,,,
Research,,Federated Learning & Distributed Learning I,,Personalized Federated Learning with Parameter Propagation,,,,,
Research,,Federated Learning & Distributed Learning I,,Navigating Alignment for Non-identical Client Class Sets: A Label Name-Anchored Federated Learning Framework,,,,,
Research,,Reinforcement Learning,,HiMacMic: Hierarchical Multi-Agent Deep Reinforcement Learning with Dynamic Asynchronous Macro Strategy,,,,,
Research,,Reinforcement Learning,,GAT-MF: Graph Attention Mean Field for Very Large Scale Multi-Agent Reinforcement Learning,,,,,
Research,,Reinforcement Learning,,Skill Disentanglement for Imitation Learning from Suboptimal Demonstrations,,,,,
Research,,Reinforcement Learning,,Internal Logical Induction for Pixel-Symbolic Reinforcement Learning,,,,,
Research,,Reinforcement Learning,,Impatient Bandits: Optimizing Recommendations for the Long-Term Without Delay,https://arxiv.org/pdf/2307.09943.pdf,,,Spotify,United Kingdom
Research,,Reinforcement Learning,,Towards Variance Reduction for Reinforcement Learning of Industrial Decision-Making Tasks: A Bi-Critic based Demand-Constraint Decoupling Approach,,,,,
Research,,KDD for Drug Discovery and Development,,Dual-view Molecular Pre-training,,,,,
Research,,KDD for Drug Discovery and Development,,Shift-Robust Molecular Relational Learning with Causal Substructure,,,,,
Research,,KDD for Drug Discovery and Development,,Accelerating Antimicrobial Peptide Discovery with Latent Structure,,,,,
Research,,KDD for Drug Discovery and Development,,ExplainableFold: Understanding AlphaFold Prediction with Explainable AI,,,,,
Research,,KDD for Drug Discovery and Development,,Automated 3D Pre-Training for Molecular Property Prediction,,,,,
Research,,KDD for Drug Discovery and Development,,Pre-training Antibody Language Models for Antigen-Specific Computational Antibody Design,,,,,
Research,,Time Series II,,WHEN: A Wavelet-DTW Hybrid Attention Network for Heterogeneous Time Series Analysis,,,,,
Research,,Time Series II,,Source-Free Domain Adaptation with Temporal Imputation for Time Series Data,,,,,
Research,,Time Series II,,Networked Time Series Imputation via Position-aware Graph Enhanced Variational Autoencoders,,,,,
Research,,Time Series II,,Sparse Binary Transformers for Multivariate Time Series Modeling,,,,,
Research,,Time Series II,,Imputation-based Time-Series Anomaly Detection with Conditional Weight-Incremental Diffusion Models,,,,,
Research,,Time Series II,,An Observed Value Consistent Diffusion Model for Imputing Missing Values in Multivariate Time Series,,,,,
Research,,Misinformation and Disinformation,,Preemptive Detection of Fake Accounts on Social Networks via Multi-Class Preferential Attachment Classifiers,,,,,
Research,,Misinformation and Disinformation,,Rumor Detection with Diverse Counterfactual Evidence,,,,,
Research,,Misinformation and Disinformation,,Adversaries with Limited Information in the Friedkin-Johnsen Model,,,,,
Research,,Misinformation and Disinformation,,Shilling Black-Box Review-Based Recommender Systems through Fake Review Generation,https://arxiv.org/pdf/2306.16526.pdf,,https://www.youtube.com/watch?v=iJ0yfJkXMv0,,Taiwan
Research,,Misinformation and Disinformation,,Maximizing Neutrality in News Ordering,,,,,
Research,,Misinformation and Disinformation,,DECOR: Degree-Corrected Social Graph Refinement for Fake News Detection,,,,,
Research,,Conversational AI,,Improving Conversational Recommendation Systems via Counterfactual Data Simulation,https://arxiv.org/pdf/2306.02842.pdf,,https://www.youtube.com/watch?v=R6rEjOkaiCU,,China
Research,,Conversational AI,,Improving Search Clarification with Structured Information Extracted from Search Results,,,,,
Research,,Conversational AI,,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effective Conversational Recommendation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599401,,https://www.youtube.com/watch?v=r5vzdCSi2zw,,Korea
Research,,Conversational AI,,Delving into Global Dialogue Structures: Structure Planning Augmented Response Selection for Multi-Turn Conversations,,,,,
Research,,Conversational AI,,Learning to Relate to Previous Turns in Conversational Search,,,,,
Research,,Conversational AI,,User-Regulation Deconfounded Conversational Recommender System with Bandit Feedback,https://dl.acm.org/doi/pdf/10.1145/3580305.3599539,,https://www.youtube.com/watch?v=1dPwslX2fO8,Adobe Research,USA
Research,,Out-of-Distribution,,Domain-Specific Risk Minimization for Domain Generalization,,,,,
Research,,Out-of-Distribution,,Causal Inference via Style Transfer for Out-of-Distribution Generalisation,,,,,
Research,,Out-of-Distribution,,FLOOD: A Flexible Invariant Learning Framework for Out-of-Distribution Generalization on Graphs,,,,,
Research,,Out-of-Distribution,,Quantitatively Measuring and Contrastively Exploring Heterogeneity for Domain Generalization,,,,,
Research,,Out-of-Distribution,,A Data-centric Framework to Endow Graph Neural Networks with Out-Of-Distribution Detection Ability,,,,,
Research,,Federated Learning & Distributed Learning II,,CriticalFL: A Critical Learning Periods Augmented Client Selection Framework for Efficient Federated Learning,,,,,
Research,,Federated Learning & Distributed Learning II,,Federated Few-Shot Learning,,,,,
Research,,Federated Learning & Distributed Learning II,,FedDefender: Client-Side Attack-Tolerant Federated Learning,,,,,
Research,,Federated Learning & Distributed Learning II,,Serverless Federated AUPRC Optimization for Multi-Party Collaborative Imbalanced Data Mining,,,,,
Research,,Federated Learning & Distributed Learning II,,Theoretical Convergence Guaranteed Resource-Adaptive Federated Learning with Mixed Heterogeneity,,,,,
Research,,Federated Learning & Distributed Learning II,,ShapleyFL: Robust Federated Learning Based on Shapley Value,,,,,
Research,,Responsible Recommendation,,Hierarchical Invariant Learning for Domain Generalization Recommendation,https://arxiv.org/pdf/2101.09436.pdf,,https://www.youtube.com/watch?v=iZ_XhDWmS1s,Siemens AG,
Research,,Responsible Recommendation,,UCEpic: Unifying Aspect Planning and Lexical Constraints for Generating Explanations in Recommendation,https://arxiv.org/pdf/2209.13885.pdf,,https://www.youtube.com/watch?v=IrH46E9Lqgc,"University of California, San Diego",USA
Research,,Responsible Recommendation,,Debiasing Recommendation by Learning Identifiable Latent Confounders,https://arxiv.org/pdf/2302.05052.pdf,,https://www.youtube.com/watch?v=KiGDq9cJAHY,ByteDance Research,China
Research,,Responsible Recommendation,,Reconsidering Learning Objectives in Unbiased Recommendation: A Distribution Shift Perspective,https://arxiv.org/pdf/2206.03851.pdf,,,,
Research,,Responsible Recommendation,,Who Should Be Given Incentives? Counterfactual Optimal Treatment Regimes Learning for Recommendation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599550,,,,China
Research,,Responsible Recommendation,,Unbiased Delayed Feedback Label Correction for Conversion Rate Prediction,https://arxiv.org/pdf/2307.12756.pdf,,,Huawei Noah’s Ark Lab,China
Research,,KDD for Finance,,Mastering Stock Markets with Efficient Mixture of Diversified Trading Experts,,,,,
Research,,KDD for Finance,,Financial Default Prediction via Motif-Preserving Graph Neural Network with Curriculum Learning,,,,,
Research,,KDD for Finance,,DoubleAdapt: A Meta-Learning Approach to Incremental Learning for Stock Trend Forecasting,,,,,
Research,,KDD for Finance,,Towards Reliable Rare Category Analysis on Graphs via Individual Calibration,,,,,
Research,,KDD for Finance,,QTIAH-GNN: Quantity and Topology Imbalance-Aware Heterogeneous Graph Neural Network for Bankruptcy Prediction,,,,,
Research,,KDD for Finance,,Adversarial Constrained Bidding via Minimax Regret Optimization with Causality-Aware Reinforcement Learning,,,,,
Research,,"User Modeling, Web and E-commerce",,Multiplex Heterogeneous Graph Neural Network with Behavior Pattern Modeling,,,,,
Research,,"User Modeling, Web and E-commerce",,End-to-End Inventory Prediction and Contract Allocation for Guaranteed Delivery Advertising,,,,,
Research,,"User Modeling, Web and E-commerce",,Contrastive Learning for User Sequence Representation in Personalized Product Search,,,,,
Research,,"User Modeling, Web and E-commerce",,Empowering General-purpose User Representation with Full-life Cycle Behavior Modeling,,,,,
